neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,availability_365,number_of_reviews_ltm
Saphan Sung,13.7832,100.70797,Private room,3000,1,0,179,0
Phra Nakhon,13.75651,100.49993,Private room,1300,1,13,344,1
Chatu Chak,13.83087,100.56042,Private room,850,1,0,364,0
Phra Nakhon,13.75531,100.49987,Entire home/apt,2944,1,0,365,0
Vadhana,13.73895,100.589,Entire home/apt,2523,10,37,158,5
Huai Khwang,13.76928,100.58104,Private room,1700,1,247,358,34
Bang Rak,13.72474,100.53049,Entire home/apt,1874,16,58,319,6
Bang Rak,13.72717,100.53788,Hotel room,2236,1,26,130,12
Huai Khwang,13.77054,100.57982,Entire home/apt,864,2,0,27,0
Suanluang,13.70864,100.60809,Entire home/apt,843,2,193,46,4
Khlong Toei,13.72445,100.57557,Entire home/apt,1500,1,84,28,13
Vadhana,13.7396,100.5901,Private room,2487,1,69,365,0
Sathon,13.71663,100.53165,Entire home/apt,1039,2,40,145,0
Chatu Chak,13.80241,100.57161,Entire home/apt,1200,1,1,90,0
Khlong Toei,13.72852,100.56943,Entire home/apt,4156,2,6,330,0
Khlong San,13.71944,100.50384,Private room,1050,30,27,117,0
Sathon,13.72287,100.53845,Private room,1800,1,0,181,0
Huai Khwang,13.76928,100.58104,Hotel room,4143,1,129,252,0
Bang Na,13.67919,100.60725,Private room,1000,1,0,179,0
Lat Krabang,13.72099,100.72264,Private room,600,1,2,365,0
Bang Sue,13.83081,100.52238,Entire home/apt,2000,3,10,145,0
Lak Si,13.88644,100.58187,Private room,900,7,0,364,0
Vadhana,13.74395,100.56742,Private room,1500,7,0,363,0
Suanluang,13.74556,100.60226,Entire home/apt,650,5,15,346,2
Sathon,13.71937,100.53026,Entire home/apt,1750,2,36,325,1
Bang Na,13.68366,100.61571,Entire home/apt,638,5,19,352,1
Wang Thong Lang,13.76223,100.61815,Entire home/apt,1300,5,11,326,0
Bang Kapi,13.75187,100.60617,Entire home/apt,700,2,11,165,4
Suanluang,13.71197,100.62589,Private room,658,28,0,365,0
Huai Khwang,13.79793,100.57597,Entire home/apt,1814,2,48,330,2
Sathon,13.71885,100.52471,Private room,1000,30,32,180,0
Huai Khwang,13.77852,100.57459,Entire home/apt,1000,2,72,6,14
Taling Chan,13.78416,100.46102,Private room,1900,1,0,365,0
Don Mueang,13.92281,100.5726,Private room,471,1,0,365,0
Bang Na,13.66146,100.6063,Private room,1000,7,0,365,0
Bang Kho laen,13.70073,100.51429,Entire home/apt,2597,20,20,327,0
Phasi Charoen,13.72282,100.45841,Entire home/apt,3000,1,0,90,0
Chatu Chak,13.83405,100.57659,Private room,650,30,1,362,1
Phaya Thai,13.78274,100.542,Private room,1000,30,3,230,1
Suanluang,13.72012,100.61561,Private room,970,10,2,365,0
Vadhana,13.74073,100.56646,Entire home/apt,6000,2,43,85,1
Pra Wet,13.72371,100.66011,Private room,900,1,0,91,0
Khlong Toei,13.72917,100.57009,Entire home/apt,4080,1,4,359,0
Chatu Chak,13.811618,100.572945,Private room,1186,2,115,352,17
Chatu Chak,13.80138,100.57047,Private room,837,1,232,143,14
Chatu Chak,13.8126,100.5722,Private room,3490,2,79,334,2
Khlong San,13.72166,100.50208,Entire home/apt,2175,3,0,179,0
Suanluang,13.72279,100.63912,Private room,690,2,0,363,0
Khlong San,13.72068,100.50364,Entire home/apt,2459,1,0,364,0
Taling Chan,13.79252,100.45313,Private room,1500,1,0,365,0
Taling Chan,13.79148,100.45415,Private room,3000,1,0,365,0
Suanluang,13.73173,100.6374,Shared room,1500,1,0,365,0
Lak Si,13.89449,100.56273,Entire home/apt,1490,30,0,88,0
Bang Sue,13.81275,100.53343,Entire home/apt,950,3,0,177,0
Chatu Chak,13.81076,100.57239,Private room,1075,2,174,340,38
Bang Na,13.6761,100.60922,Private room,1543,1,0,180,0
Vadhana,13.73781,100.59033,Private room,5000,13,0,90,0
Bang Khen,13.88753,100.60801,Private room,660,1,0,365,0
Ratchathewi,13.75839,100.54365,Hotel room,1507,1,15,358,0
Vadhana,13.72988,100.58552,Hotel room,764,1,9,365,0
Khlong San,13.71912,100.50945,Entire home/apt,10734,15,11,363,0
Vadhana,13.73217,100.57275,Entire home/apt,5864,2,119,358,16
Yan na wa,13.67163,100.54391,Hotel room,3302,1,0,363,0
Yan na wa,13.69182,100.54907,Entire home/apt,2000,2,3,364,0
Taling Chan,13.79304,100.45569,Private room,3000,1,2,365,0
Sathon,13.72208,100.55155,Entire home/apt,1732,180,10,173,0
Wang Thong Lang,13.76835,100.61409,Private room,950,1,2,364,1
Khan Na Yao,13.84494,100.65419,Private room,1590,1,0,365,0
Khlong Toei,13.72331,100.56642,Entire home/apt,3260,14,125,157,3
Lak Si,13.89482,100.56335,Entire home/apt,980,30,0,81,0
Khlong Toei,13.7238,100.57816,Entire home/apt,1300,2,151,37,29
Don Mueang,13.92591,100.59182,Private room,900,2,0,91,0
Bang Rak,13.7244,100.53064,Private room,1500,7,4,161,2
Suanluang,13.7223,100.61511,Private room,1400,10,0,365,0
Bang Kapi,13.76253,100.64754,Entire home/apt,2571,1,127,357,4
Chatu Chak,13.82472,100.54428,Private room,1586,30,35,179,0
Lat Phrao,13.84381,100.59263,Entire home/apt,747,1,5,180,0
Din Daeng,13.77588,100.57017,Entire home/apt,830,2,96,114,31
Bang Na,13.66338,100.61058,Private room,1200,1,0,365,0
Bang Na,13.66501,100.60993,Private room,1200,1,0,365,0
Lat Phrao,13.84315,100.59253,Entire home/apt,920,1,4,180,0
Suanluang,13.72009,100.61791,Private room,1200,10,1,365,1
Suanluang,13.71963,100.61797,Private room,1200,28,0,331,0
Phra Nakhon,13.76065,100.50078,Private room,1800,1,3,363,0
Don Mueang,13.9448,100.59084,Private room,740,1,0,364,0
Bang Na,13.6641,100.61006,Private room,1200,1,0,363,0
Khlong San,13.72289,100.50433,Entire home/apt,1300,5,10,205,4
Din Daeng,13.799,100.57352,Private room,1250,1,0,364,0
Yan na wa,13.69329,100.53491,Entire home/apt,850,2,6,180,0
Lak Si,13.89878,100.58586,Private room,350,3,0,365,0
Khlong Toei,13.72183,100.56506,Entire home/apt,1250,28,147,110,3
Bang Rak,13.72507,100.53065,Private room,3180,1,13,172,0
Thon buri,13.72154,100.48338,Private room,699,1,95,136,0
Vadhana,13.74014,100.58925,Shared room,1500,1,38,365,0
Thon buri,13.72222,100.48336,Private room,799,1,209,135,11
Ratchathewi,13.75431,100.53842,Private room,500,1,1,145,0
Sai Mai,13.88353,100.62469,Private room,550,1,0,365,0
Ratchathewi,13.76187,100.54038,Hotel room,5391,1,6,321,0
Vadhana,13.7141,100.60001,Entire home/apt,1040,7,23,297,13
Phra Nakhon,13.76529,100.49755,Entire home/apt,2400,7,28,324,3
Sathon,13.72157,100.52998,Entire home/apt,1750,2,33,320,6
Suanluang,13.73586,100.63989,Shared room,489,1,84,305,6
Bang Khen,13.88036,100.61176,Private room,800,1,0,88,0
Chatu Chak,13.81665,100.56438,Entire home/apt,1000,90,0,257,0
Sathon,13.72206,100.54444,Entire home/apt,13570,1,87,342,14
Yan na wa,13.6962,100.54514,Private room,870,3,21,302,1
Sathon,13.72266,100.54477,Entire home/apt,10570,1,134,333,20
Bang Kapi,13.751402854919434,100.61815643310548,Private room,474,1,57,155,5
Yan na wa,13.69478,100.54026,Private room,2770,1,0,180,0
Phra Khanong,13.68853,100.60391,Private room,1000,2,0,365,0
Bang Kho laen,13.69611,100.4923,Private room,2251,60,0,365,0
Huai Khwang,13.75516,100.56767,Entire home/apt,999,30,11,15,3
Khlong Toei,13.71246,100.59197,Entire home/apt,1385,1,7,211,0
Chatu Chak,13.8148,100.57648,Private room,370,2,111,309,6
Phra Khanong,13.68662,100.60747,Entire home/apt,1050,3,25,351,1
Bangkok Noi,13.75276,100.47188,Private room,599,1,2,364,0
Bueng Kum,13.83087,100.64499,Private room,600,1,0,365,0
Bangkok Noi,13.75152,100.47333,Entire home/apt,1846,1,91,345,4
Huai Khwang,13.76336,100.58428,Entire home/apt,850,7,25,215,1
Sai Mai,13.88539,100.62514,Private room,1490,1,1,365,0
Parthum Wan,13.73232,100.54849,Private room,5000,30,0,91,0
Lak Si,13.88838,100.57784,Private room,1000,30,0,91,0
Bang Rak,13.72714,100.53032,Private room,1960,60,0,365,0
Bang Kapi,13.77992,100.63053,Private room,3107,1,0,365,0
Khlong Toei,13.72214,100.5805,Entire home/apt,3300,21,78,65,1
Phra Nakhon,13.75618,100.49934,Private room,896,1,23,349,18
Vadhana,13.71129,100.60257,Entire home/apt,1009,2,50,165,0
Chatu Chak,13.83154,100.56033,Private room,850,1,0,179,0
Phaya Thai,13.78865,100.55435,Entire home/apt,1394,1,148,94,27
Phaya Thai,13.78927,100.55313,Entire home/apt,1394,1,173,115,35
Phaya Thai,13.79052,100.55486,Entire home/apt,1523,1,194,124,47
Sathon,13.71957,100.5486,Entire home/apt,2650,1,96,309,1
Bangkok Noi,13.76887,100.47911,Private room,500,1,7,179,0
Phaya Thai,13.78975,100.55347,Entire home/apt,1523,1,157,139,37
Ratchathewi,13.75309,100.53026,Shared room,406,1,5,358,0
Chatu Chak,13.80503,100.56792,Private room,4000,4,0,365,0
Khlong Toei,13.72459,100.57608,Entire home/apt,2500,180,0,358,0
Sathon,13.72239,100.55192,Entire home/apt,4166,21,39,56,4
Vadhana,13.73913,100.56027,Private room,650,1,138,153,15
Vadhana,13.73539,100.56321,Entire home/apt,1500,5,171,67,14
Vadhana,13.73907,100.56029,Private room,1017,2,150,172,23
Bangkok Noi,13.75282,100.46965,Private room,850,7,16,67,0
Vadhana,13.73099,100.5854,Shared room,1200,1,45,364,0
Bang Na,13.65436,100.64442,Private room,830,7,1,319,0
Khlong Toei,13.73322,100.5624,Entire home/apt,3463,2,35,350,0
Vadhana,13.72257,100.6001,Entire home/apt,1687,28,4,329,4
Vadhana,13.73907,100.5603,Private room,1100,1,113,152,16
Phra Nakhon,13.75729,100.50274,Private room,1012,3,0,357,0
Vadhana,13.73909,100.56029,Private room,650,1,90,149,23
Vadhana,13.73911,100.56039,Private room,876,1,98,142,31
Bang Na,13.68068,100.61099,Entire home/apt,820,3,46,106,9
Vadhana,13.70618,100.60186,Entire home/apt,1800,30,80,241,0
Phra Khanong,13.68927,100.6067,Entire home/apt,700,2,7,85,0
Vadhana,13.74225,100.55931,Private room,1685,14,7,354,0
Pom Prap Sattru Phai,13.7403,100.51407,Private room,3714,1,402,253,73
Vadhana,13.73527,100.60076,Entire home/apt,2886,3,4,163,4
Khlong Toei,13.72942,100.56787,Entire home/apt,1403,28,7,302,0
Parthum Wan,13.73757,100.51808,Shared room,360,1,12,365,3
Thon buri,13.71566,100.47816,Entire home/apt,1520,28,45,230,2
Khlong Toei,13.73586,100.56194,Entire home/apt,1400,1,173,77,18
Khlong Toei,13.70669,100.59854,Private room,950,30,9,343,3
Phra Khanong,13.698,100.60702,Private room,2000,1,0,335,0
Ratchathewi,13.75526,100.53871,Private room,500,1,12,327,10
Ratchathewi,13.75497,100.53922,Private room,1571,1,87,359,7
Thon buri,13.72082,100.48158,Private room,799,1,153,165,1
Lak Si,13.85657,100.54707,Entire home/apt,1000,7,15,331,0
Phra Nakhon,13.76372,100.50223,Entire home/apt,3300,1,0,365,0
Lak Si,13.87255573272705,100.57288360595705,Private room,950,1,47,365,3
Lak Si,13.87255573272705,100.57288360595705,Private room,950,1,20,355,1
Huai Khwang,13.76921,100.58103,Private room,6215,1,124,252,0
Bang Rak,13.73422,100.52163,Private room,1000,2,14,344,2
Chatu Chak,13.84148,100.55946,Private room,1150,1,0,179,0
Vadhana,13.73376,100.57301,Entire home/apt,3286,360,4,365,0
Lak Si,13.87255573272705,100.57288360595705,Private room,800,1,15,347,1
Khlong Toei,13.71034,100.5939,Entire home/apt,1883,1,33,83,0
Suanluang,13.73154,100.62038,Entire home/apt,1732,2,150,32,15
Huai Khwang,13.77895,100.57565,Entire home/apt,750,1,221,102,0
Sathon,13.71732,100.51657,Private room,1200,30,1,365,0
Sathon,13.71751,100.516,Private room,1800,30,0,365,0
Khlong Toei,13.714,100.59137,Entire home/apt,2800,7,32,245,0
Huai Khwang,13.77896,100.57695,Private room,750,1,89,102,0
Huai Khwang,13.78117,100.57915,Private room,900,1,97,125,1
Thon buri,13.71116,100.47632,Entire home/apt,851,5,148,135,9
Bang Rak,13.73035,100.51455,Entire home/apt,4900,1,0,181,0
Khlong San,13.7247389,100.507924,Private room,841,1,195,326,29
Bang Rak,13.72514,100.532,Hotel room,1089,1,61,335,5
Chatu Chak,13.80473,100.57526,Entire home/apt,790,30,10,335,0
Bang Khen,13.87235,100.60357,Private room,511,3,3,116,0
Khan Na Yao,13.84516,100.65331,Private room,12500,1,0,365,0
Pra Wet,13.7316,100.70036,Entire home/apt,869,2,59,350,0
Khlong Toei,13.74067,100.5529,Entire home/apt,1558,31,15,339,1
Chatu Chak,13.8187,100.56605,Entire home/apt,600,180,0,257,0
Bang Na,13.68,100.61031,Private room,970,2,36,179,0
Phra Khanong,13.69941,100.60786,Private room,1300,1,11,47,0
Phaya Thai,13.77934,100.54243,Private room,3650,1,2,176,0
Phra Nakhon,13.75626,100.50232,Hotel room,670,1,1,271,0
Bang Na,13.67709,100.6095,Shared room,357,1,1,179,0
Pom Prap Sattru Phai,13.74571,100.51498,Private room,1164,1,88,163,5
Thon buri,13.71395,100.46991,Entire home/apt,1875,5,0,362,0
Don Mueang,13.92863,100.58726,Private room,600,1,110,180,0
Huai Khwang,13.76119,100.56809,Entire home/apt,1390,30,21,324,2
Chatu Chak,13.79622,100.5573,Entire home/apt,1500,5,0,362,0
Vadhana,13.72448,100.58141,Entire home/apt,1150,5,26,113,0
Vadhana,13.72201,100.58299,Private room,1800,1,0,178,0
Suanluang,13.71914,100.61389,Private room,800,1,0,180,0
Parthum Wan,13.74547,100.55018,Entire home/apt,9539,2,93,79,0
Vadhana,13.70601,100.60243,Entire home/apt,964,30,1,43,0
Phaya Thai,13.7894,100.55487,Entire home/apt,1261,1,158,133,48
Phaya Thai,13.79041,100.5548,Entire home/apt,1261,1,148,146,41
Phaya Thai,13.78899,100.55512,Entire home/apt,1261,1,146,158,44
Chom Thong,13.71435,100.46756,Entire home/apt,1100,28,31,233,3
Bang Kapi,13.7725,100.63676,Private room,550,1,1,181,0
Huai Khwang,13.75376,100.5669,Private room,2800,1,1,365,0
Khlong San,13.7247389,100.507924,Private room,855,1,140,319,22
Vadhana,13.747,100.56137,Private room,1600,30,0,365,0
Yan na wa,13.70054,100.54842,Private room,1250,1,0,88,0
Din Daeng,13.76228,100.55452,Entire home/apt,2179,1,1,179,0
Huai Khwang,13.76928,100.58104,Private room,6215,1,99,252,0
Min Buri,13.79277,100.71156,Entire home/apt,690,1,1,364,0
Phra Nakhon,13.74602,100.49224,Hotel room,450,1,5,365,1
Bangkok Noi,13.75389,100.47191,Private room,1200,7,5,364,0
Bang Khun thain,13.6722,100.44249,Entire home/apt,650,6,14,67,5
Ratchathewi,13.75024,100.56305,Entire home/apt,5195,30,0,181,0
Vadhana,13.73583,100.6006,Entire home/apt,1429,2,55,157,5
Phasi Charoen,13.71902,100.45836,Entire home/apt,850,30,0,341,0
Bangkok Noi,13.75237,100.4717,Private room,1250,7,4,365,0
Bang Na,13.66401,100.61746,Hotel room,3643,1,10,349,2
Pra Wet,13.69972,100.67968,Entire home/apt,600,15,22,177,0
Khlong Toei,13.72326,100.57601,Entire home/apt,1250,28,88,290,6
Phra Nakhon,13.74844,100.49832,Private room,1034,1,272,168,18
Vadhana,13.7386,100.5741,Private room,2000,1,0,90,0
Phra Nakhon,13.7482,100.49683,Private room,867,1,330,147,17
Khlong Sam Wa,13.8425,100.6951,Private room,2500,1,0,364,0
Bang Sue,13.8308,100.52648,Entire home/apt,900,1,4,169,0
Khlong Toei,13.72844,100.56992,Private room,2286,28,22,75,1
Vadhana,13.73627,100.58428,Private room,2700,1,0,89,0
Phra Khanong,13.68235,100.60501,Entire home/apt,3150,2,24,174,2
Ratchathewi,13.74972,100.5298,Entire home/apt,1336,5,10,1,0
Phra Khanong,13.6997,100.6077,Private room,1450,1,3,64,0
Chatu Chak,13.82367,100.56357,Entire home/apt,600,2,155,284,28
Bang Rak,13.73604,100.51808,Private room,1700,1,0,364,0
Bang Sue,13.82983,100.52609,Private room,799,30,17,86,0
Vadhana,13.72377,100.583,Private room,2700,1,0,90,0
Samphanthawong,13.73333,100.51444,Private room,875,1,0,363,0
Samphanthawong,13.73338,100.51431,Private room,1446,1,7,360,1
Bang Kapi,13.76103,100.61695,Entire home/apt,1300,5,4,326,0
Vadhana,13.73764,100.5621,Private room,2700,1,0,90,0
Don Mueang,13.93814,100.59523,Private room,890,1,0,180,0
Sathon,13.71644,100.51551,Entire home/apt,1888,30,9,326,1
Bang Na,13.68299,100.61753,Private room,470,3,126,355,1
Vadhana,13.73768,100.57079,Private room,1500,2,3,365,0
Wang Thong Lang,13.76373,100.618,Entire home/apt,650,5,23,326,1
Khlong Toei,13.71605,100.58747,Private room,2700,1,0,89,0
Phaya Thai,13.79071,100.54907,Hotel room,1290,1,24,356,1
Phaya Thai,13.78975,100.54798,Hotel room,1290,1,27,364,6
Phaya Thai,13.78878,100.54792,Hotel room,1290,1,5,364,0
Din Daeng,13.76014,100.55298,Entire home/apt,2250,1,0,180,0
Bang Kho laen,13.69381,100.49453,Private room,3500,2,0,180,0
Phra Nakhon,13.76003,100.50075,Entire home/apt,2500,2,108,344,4
Vadhana,13.71625,100.59419,Entire home/apt,1299,28,216,272,8
Vadhana,13.73401,100.58337,Shared room,590,1,0,365,0
Huai Khwang,13.77975,100.57872,Private room,680,1,253,102,0
Chatu Chak,13.81683,100.56675,Private room,2700,1,0,89,0
Huai Khwang,13.78438,100.58424,Private room,1229,1,0,177,0
Chatu Chak,13.83859,100.57536,Private room,1350,2,0,89,0
Bang Khen,13.86499,100.61471,Private room,1350,2,0,89,0
Sai Mai,13.8914,100.61498,Private room,490,1,0,364,0
Bang Khae,13.71151,100.41745,Private room,8652,365,0,365,0
Chatu Chak,13.83624,100.58564,Private room,1350,2,0,89,0
Phra Nakhon,13.75168,100.49775,Private room,1500,1,63,310,0
Vadhana,13.73651,100.56377,Entire home/apt,1675,25,43,143,3
Lak Si,13.87255573272705,100.57288360595705,Private room,900,1,70,365,2
Bang Rak,13.72551,100.53004,Entire home/apt,1874,16,66,357,9
Bang Rak,13.72534,100.52997,Entire home/apt,1843,16,56,330,5
Bang Rak,13.72499,100.53166,Entire home/apt,1874,16,39,344,4
Bang Na,13.6796,100.61439,Entire home/apt,610,14,12,63,1
Huai Khwang,13.75366,100.56525,Entire home/apt,750,30,46,299,6
Chatu Chak,13.80584,100.57482,Private room,600,30,0,90,0
Bang Na,13.68113,100.61237,Entire home/apt,540,18,5,166,2
Khlong Toei,13.73265,100.56581,Private room,1200,1,43,89,0
Thon buri,13.7213,100.49263,Private room,1800,30,2,365,0
Bang Kho laen,13.68751,100.51968,Entire home/apt,799,7,39,349,2
Ratchathewi,13.75883,100.5287,Private room,1200,3,66,137,12
Huai Khwang,13.76921,100.58103,Private room,7335,1,110,182,4
Pra Wet,13.67516,100.69308,Private room,1500,1,0,365,0
Wang Thong Lang,13.78709,100.62838,Private room,2690,1,0,89,0
Phra Nakhon,13.756024,100.501823,Shared room,799,1,0,365,0
Bang Na,13.68313,100.61439,Private room,1500,2,0,90,0
Huai Khwang,13.78066,100.57675,Private room,886,1,250,127,0
Bang Khen,13.86265,100.61534,Entire home/apt,650,28,23,140,4
Huai Khwang,13.79467,100.58768,Private room,1350,1,0,89,0
Phra Khanong,13.6899,100.63585,Entire home/apt,2500,1,14,90,0
Bueng Kum,13.79334,100.65226,Private room,2680,1,0,89,0
Bang Rak,13.72968,100.5184,Shared room,440,1,5,185,0
Chatu Chak,13.80978,100.56666,Entire home/apt,6926,1,0,180,0
Pra Wet,13.7206,100.66351,Private room,1000,1,0,365,0
Bang Rak,13.73046,100.51868,Private room,1950,1,14,343,0
Bang Rak,13.72829,100.5191,Private room,1200,1,8,357,0
Bang Rak,13.72977,100.51889,Private room,1080,1,7,57,0
Rat Burana,13.68389,100.50101,Private room,2000,15,0,365,0
Bang Rak,13.72968,100.5184,Private room,856,1,16,176,1
Khlong Toei,13.71743,100.58759,Private room,1890,30,0,90,0
Bangkok Noi,13.75522,100.47733,Private room,1200,3,1,161,0
Bang Sue,13.80565,100.52942,Entire home/apt,750,30,34,141,0
Huai Khwang,13.76618,100.57781,Entire home/apt,1285,1,54,170,1
Bang Rak,13.72927,100.51783,Shared room,831,1,0,180,0
Bang Khen,13.86105,100.5878,Private room,1000,5,1,179,0
Vadhana,13.71388,100.59973,Entire home/apt,1100,3,14,174,1
Din Daeng,13.7903,100.57001,Private room,800,3,0,175,0
Chatu Chak,13.81587,100.57587,Private room,370,2,85,334,7
Vadhana,13.73979,100.56564,Private room,10000,30,0,90,0
Parthum Wan,13.73544,100.55005,Private room,3000,30,0,91,0
Huai Khwang,13.76133,100.56849,Private room,2690,1,0,89,0
Bang Rak,13.72696,100.53191,Entire home/apt,3189,14,15,323,4
Vadhana,13.710398,100.601227,Entire home/apt,1900,14,0,287,0
Lat Krabang,13.72337,100.801,Entire home/apt,1490,1,3,364,0
Phaya Thai,13.78495,100.54598,Private room,2250,2,0,365,0
Vadhana,13.73552,100.56538,Private room,2700,1,0,89,0
Huai Khwang,13.7446,100.58788,Entire home/apt,900,13,2,59,1
Ratchathewi,13.75104,100.52965,Private room,1113,1,93,91,8
Khlong Toei,13.73754,100.559,Entire home/apt,6877,1,43,335,2
Vadhana,13.71601,100.59044,Entire home/apt,995,30,8,311,5
Phaya Thai,13.77758,100.54906,Private room,1750,1,0,365,0
Bang Rak,13.72345,100.52418,Entire home/apt,3888,1,7,175,3
Khlong San,13.71742,100.50772,Private room,1400,5,0,358,0
Ratchathewi,13.75469,100.53871,Private room,1657,1,86,358,4
Huai Khwang,13.79883,100.57543,Entire home/apt,1351,50,83,365,0
Bang Na,13.67955,100.61407,Entire home/apt,600,14,19,57,3
Bang Kho laen,13.68642,100.51901,Entire home/apt,3250,7,13,241,0
Phra Khanong,13.70427,100.60238,Entire home/apt,4500,30,107,365,0
Suanluang,13.70859,100.61537,Private room,872,1,1,356,0
Suanluang,13.73427,100.6428,Private room,750,1,0,364,0
Bang Rak,13.72701,100.53194,Entire home/apt,3555,1,9,175,1
Suanluang,13.70867,100.6154,Private room,999,1,0,345,0
Suanluang,13.70691,100.61675,Private room,1800,1,0,364,0
Suanluang,13.70732,100.617,Private room,2000,1,0,364,0
Bang Sue,13.80284,100.52288,Entire home/apt,1554,1,198,319,18
Phaya Thai,13.779,100.54426,Private room,2850,3,0,90,0
Vadhana,13.7433,100.55183,Private room,800,1,4,364,0
